,Unnamed: 0,GENRE,authorKorean,authorEnglish,workTitle,translator,sourceTitle,publisher,yearCreated,authorEnglish2
51,51,Fiction,공선옥,Kong Son-ok,The Flowering Of Our Lives,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,Kong Son ok/Kong Son-ok
57,57,Fiction,공지영,Kong Chi-yŏng,Human Decency,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,Kong Chi yong/Kong Chi-yong/Kong Chi-yŏng
60,60,Fiction,공지영,Kong Jeeyoung,The Unbearable Sadness Of Being,Jin-Young Choi,Unspoken Voices,Homa & Sekey,2002.0,Kong Jeeyoung
61,61,Fiction,공지영,Kong Chi-yŏng,What's To Be Done? (1992),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,Kong Chi yong/Kong Chi-yong/Kong Chi-yŏng
62,62,Fiction,공지영,Kong Chi-yŏng,What's To Be Done? (1992),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,Kong Chi yong/Kong Chi-yong/Kong Chi-yŏng
68,68,Fiction,권태웅,Kwǒn T'aeung,The Hunchback Of Seoul,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,Kwon T'aeung/Kwǒn T'aeung
69,69,Fiction,권태웅,Kwon Tae-ung,The Hunchback Of Seoul,Kim Chong-Un,Two Travelers And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Kwon Tae ung/Kwon Tae-ung
78,78,Fiction,김남일,Kim Nam-il,"Parashurama, The Axe-Wielding Rama", ,"Storytelling Asia, V.7 No.4",Asia Publishing Co,2012.0,Kim Nam il/Kim Nam-il
81,81,Fiction,김남일,Kim Nam-il,Times When I Was Reading Crab Canning Ship, ,"Storytelling Asia, V.7 No.3",Asia Publishing Co,2012.0,Kim Nam il/Kim Nam-il
82,82,Fiction,김남일,Kim Nam-il,"Work, Food And Freedom",Dahee Kim,Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Kim Nam il/Kim Nam-il
87,87,Fiction,김남천,Kim Namch'on,Barley,Sunyoung Park,On The Eve Of The Uprising And Other Stories From Colonial Korea,Cornell Univ. East Asia Program,2010.0,Kim Namch'on
89,89,Fiction,김남천,Kim Nam-chʻŏn,"The Factory Newspaper (Kongjang Sinmun, 1931)",Young-Ji Kang,Rat Fire: Korean Stories From The Japanese Empire,Cornell East Asia Series,2013.0,Kim Nam ch`on/Kim Nam-ch`on/Kim Nam-chʻŏn
98,98,Fiction,김동리,Kim Tong-ni,A Descendant Of The Hwarang,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Kim Tong ni/Kim Tong-ni
100,100,Fiction,김동리,Kim Tongni,Father And Son,Kim Chong-Un,Postwar Korean Short Stories,Seoul National University Press & The Center for Korean Studies at the University of Hawaii,1983.0,Kim Tongni
101,101,Fiction,김동리,Kim Tong-ni,Loess Valley,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,Kim Tong ni/Kim Tong-ni
102,102,Fiction,김동리,Kim Tong-ni,Loess Valley (1939),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,Kim Tong ni/Kim Tong-ni
103,103,Fiction,김동리,Kim Tong-ni,Loess Valley (1939),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,Kim Tong ni/Kim Tong-ni
105,105,Fiction,김동리,Kim Dong-ni,Picture Of A Shaman Sorceress, ,Modern Far Eastern Stories,Heinemann,1978.0,Kim Dong ni/Kim Dong-ni
106,106,Fiction,김동리,Kim Dong-ni,Picture Of A Shaman Sorceress,Chung Chong-Wha,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Kim Dong ni/Kim Dong-ni
107,107,Fiction,김동리,Kim Tong-li,Picture Of A Sorceress,Hong Myoung-Hee,Korean Short Stories,Il Ji Sa,1975.0,Kim Tong li/Kim Tong-li
108,108,Fiction,김동리,Kim Tongni,Portrait Of A Shaman,Kim Yongch'ŎL,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,Kim Tongni
109,109,Fiction,김동리,Kim Tong-in,Potatoes,Kevin O'Rourke,A Washed-Out Dream,Larchwood Publications Ltd.,1980.0,Kim Tong in/Kim Tong-in
110,110,Fiction,김동리,Kim Dong-ni,The Crag,Chung Chong-Hwa,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Kim Dong ni/Kim Dong-ni
111,111,Fiction,김동리,Kim Tong-ni,The Cry Of Magpies,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,Kim Tong ni/Kim Tong-ni
112,112,Fiction,김동리,Kim Dong-ni,The Marsh,Chung Chong-Wha,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Kim Dong ni/Kim Dong-ni
113,113,Fiction,김동리,Kim Tongni,The Post Horse Curse,Marshall R. Phil,Land Of Exile: Contemporary Korean Fiction,M.E. Sharpe,1993.0,Kim Tongni
114,114,Fiction,김동리,Kim Tong-ni,The Rock,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,Kim Tong ni/Kim Tong-ni
115,115,Fiction,김동리,Kim Tong-ni,The Rock,Kevin O'Rourke,Ten Korean Short Stories,Yonsei University Press,1981.0,Kim Tong ni/Kim Tong-ni
116,116,Fiction,김동리,Kim Tongni,The Shaman Painting, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Kim Tongni
117,117,Fiction,김동리,Kim Tong-ni,The Shaman Painting (1936),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,Kim Tong ni/Kim Tong-ni
118,118,Fiction,김동리,Kim Tong-ni,The Shaman Painting (1936),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,Kim Tong ni/Kim Tong-ni
119,119,Fiction,김동리,Kim Dong-ni,The Shaman Paiting, ,Modern Far Eastern Stories,Heinemann,1978.0,Kim Dong ni/Kim Dong-ni
120,120,Fiction,김동리,Kim Tong-ni,The Tableau Of A Shaman Sorceress,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,Kim Tong ni/Kim Tong-ni
121,121,Fiction,김동리,Kim Tong-ni,The Visit (1951),John Holstein,A Moment's Grace: Stories From Korean In Transition,Cornell Univ. East Asia Program,2010.0,Kim Tong ni/Kim Tong-ni
122,122,Fiction,김동리,Kim Tong-ni,Tungsin-Bul,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,Kim Tong ni/Kim Tong-ni
123,123,Fiction,김동리,Kim Tong-ni,Two Reservists,John Holstein,Loess Valley And Other Korean Short Stories: Modern Korean Short Stories,Si-sa-yong-o-sa,1983.0,Kim Tong ni/Kim Tong-ni
124,124,Fiction,김동리,Kim Dongni,Two Reservists,Chung Chong-Hwa,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Kim Dongni
125,125,Fiction,김동리,Kim Dongni,Two Reservists,Chung Chong-Hwa,Modern Short Stories From Korea,Heinemann Educational Books,1980.0,Kim Dongni
132,132,Fiction,김동인,"Kim, Dong-in",Bare Hills,Hong Myoung-Hee,Korean Short Stories,Il Ji Sa,1975.0,"Kim, Dong in/Kim, Dong-in"
133,133,Fiction,김동인,Kim Tongin,Potato,"Charles Rosenberg, Peter H. Lee",Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,Kim Tongin
134,134,Fiction,김동인,Kim Tongin,Potatoes, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Kim Tongin
135,135,Fiction,김동인,Kim Tong-in,Potatoes,Kevin O'Rourke,Ten Korean Short Stories,Yonsei University Press,1981.0,Kim Tong in/Kim Tong-in
136,136,Fiction,김동인,Kim Tong-in,The Photograph And The Letter,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Kim Tong in/Kim Tong-in
137,137,Fiction,김동인,Kim Dongin,The Post Horse,Chong Jong-Wha,Meetings And Farewells: Modern Korean Stories,University of Queensland Press,1980.0,Kim Dongin
138,138,Fiction,김동인,Kim Tong-in,The Potatoes,Chin In-Sook,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,Kim Tong in/Kim Tong-in
139,139,Fiction,김동인,Kim Tongin,The Red Hills: A Doctor's Diary,W. E. Skillend,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Kim Tongin
140,140,Fiction,김동인,Kim Tong-In,The Red Hills: A Doctor's Diary,W. E. Skillend,Modern Short Stories From Korea,Heinemann Educational Books,1980.0,Kim Tong In/Kim Tong-In
141,141,Fiction,김동인,Kim Dongin,The Rock,Chong Jong-Wha,Meetings And Farewells: Modern Korean Stories,University of Queensland Press,1980.0,Kim Dongin
142,142,Fiction,김동인,Kim Dong-in,The Seaman's Chant,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,Onyx Press,1983.0,Kim Dong in/Kim Dong-in
143,143,Fiction,김동인,Kim Dong-in,The Seaman's Chant,Suh Ji-Moon,The Rainy Spell And Other Korean Stories,M.E. Sharpe,1998.0,Kim Dong in/Kim Dong-in
146,146,Fiction,김명순,Kim Myŏng-sun,A Girl Of Mystery (1917),Kim Yung-Hee,Questioning Minds: Short Stories By Modern Korean Women Writers,University of Hawaii Press,2010.0,Kim Myong sun/Kim Myong-sun/Kim Myŏng-sun
151,151,Fiction,김민숙,Kim Min-suk,Scarlet Fingernails,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,Kim Min suk/Kim Min-suk
153,153,Fiction,김민정,Kim Min-jung,Angela’S Place, ,"Storytelling Asia, V.7 No.4",Asia Publishing Co,2012.0,Kim Min jung/Kim Min-jung
156,156,Fiction,김병훈,Kim Byong Hun,Fellow Travellers, ,Korean Short Stories: A Collection From North Korea,Fredonia Books,2003.0,Kim Byong Hun
157,157,Fiction,김보영,Kim Bo-Young,Between Zero And One,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Kim Bo Young/Kim Bo-Young
158,158,Fiction,김북향,Kim Pukhyang,The Son, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Kim Pukhyang
162,162,Fiction,김사과,Kim Sagwa,It's One Of Those The-More-I'm-In-Motion-The-Weirder-It-Gets Days And It's Really Blowing My Mind,"Bruce Fulton, Ju-Chan Fulton",The Future Of Silence: Fiction By Korean Women,Zephyr press,2016.0,Kim Sagwa
171,171,Fiction,김사량,Kim Sa-ryang,"Tenma (Pegasus, 1940)",Christina Yi,Rat Fire: Korean Stories From The Japanese Empire,Cornell East Asia Series,2013.0,Kim Sa ryang/Kim Sa-ryang
175,175,Fiction,김성한,Kim Song-han,Badby,Yi Hyong-Nam,A Respite And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Pace International Research",1983.0,Kim Song han/Kim Song-han
176,176,Fiction,김성한,Kim Sŏng-han,In Five Minutes,Chin In-Sook,Modern Korean Short Stories And Plays,"Korean Centre, International P.E.N.",1970.0,Kim Song han/Kim Song-han/Kim Sŏng-han
185,185,Fiction,김승옥,Kim Sung-ok,A Cup Of Coffee,Chong Jong-Wha,Meetings And Farewells: Modern Korean Stories,University of Queensland Press,1980.0,Kim Sung ok/Kim Sung-ok
187,187,Fiction,김승옥,Kim Sung-ok,A Journey To Mujin,Moon Hi-Kyung,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Kim Sung ok/Kim Sung-ok
188,188,Fiction,김승옥,Kim Sung-ok,Good Bargain,"Yi Yong-Gol, Sister Janice Hilbu",Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Kim Sung ok/Kim Sung-ok
189,189,Fiction,김승옥,Kim Seung-ok,Journey To Mujin,Chong Jong-Wha,Journey To Mujin: Anthology Of Korean Short Fictions,The Korean Culture and Arts Foundation,1988.0,Kim Seung ok/Kim Seung-ok
190,190,Fiction,김승옥,Kim Sung-ok,Operation,"Yi Yong-Gol, Sister Janice Hilbu",Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Kim Sung ok/Kim Sung-ok
191,191,Fiction,김승옥,Kim Seung-ok,Record Of A Journey To Mujin,Kevin O'Rourke,A Washed-Out Dream,Larchwood Publications Ltd.,1980.0,Kim Seung ok/Kim Seung-ok
192,192,Fiction,김승옥,Kim Sung-ok,Record Of A Journey To Mujin,Kevin O'Rourk,Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Kim Sung ok/Kim Sung-ok
193,193,Fiction,김승옥,Kim Seung-ok,Record Of A Journey To Mujin,Kevin O'Rourke,Ten Korean Short Stories,Yonsei University Press,1981.0,Kim Seung ok/Kim Seung-ok
194,194,Fiction,김승옥,Kim Sŭngok,Seoul : Winter 1964,Peter H. Lee,Flowers Of Fire: Twentieth-Century Korean Stories,The University Press of Hawaii,1974.0,Kim Sungok/Kim Sŭngok
195,195,Fiction,김승옥,Kim Seung-ok,"Seoul, 1964 Winter",Marshall R. Pih,Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Kim Seung ok/Kim Seung-ok
196,196,Fiction,김승옥,Kim Sung-ok,"Seoul, 1964, Winter",Chong Jong-Wha,Meetings And Farewells: Modern Korean Stories,University of Queensland Press,1980.0,Kim Sung ok/Kim Sung-ok
197,197,Fiction,김승옥,Kim Seung-ok,"Seoul, 1964, Winter", ,Modern Far Eastern Stories,Heinemann,1978.0,Kim Seung ok/Kim Seung-ok
198,198,Fiction,김승옥,Kim Sungok,"Seoul: 1964, Winter",Marshall R. Phil,Land Of Exile: Contemporary Korean Fiction,M.E. Sharpe,1993.0,Kim Sungok
199,199,Fiction,김승옥,Kim Sung-ok,Seoul-1964 Winter,Marshall R. Pihl,Home-Coming And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Kim Sung ok/Kim Sung-ok
200,200,Fiction,김승옥,Kim Sung-ok,The Night Outing,Eugene Chung,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Kim Sung ok/Kim Sung-ok
201,201,Fiction,김승옥,Kim Sung-ok,"Winter, 1964, Seoul",Chung Chong-Hwa,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Kim Sung ok/Kim Sung-ok
212,212,Fiction,김애란,Kim Ae-ran,The Future Of Silence,"Bruce Fulton, Ju-Chan Fulton",The Future Of Silence: Fiction By Korean Women,Zephyr press,2016.0,Kim Ae ran/Kim Ae-ran
225,225,Fiction,김영석,Kim Yŏng-sŏk,"Trolley Driver (Chŏnchʻa Unjŏnsu, 1946)",I. Jonathan Kief,Rat Fire: Korean Stories From The Japanese Empire,Cornell East Asia Series,2013.0,Kim Yong sok/Kim Yong-sok/Kim Yŏng-sŏk
239,239,Fiction,김영하,Kim Yŏngha,Lizard, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Kim Yongha/Kim Yŏngha
242,242,Fiction,김영하,Kim Young-ha,Quiz Show,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Kim Young ha/Kim Young-ha
245,245,Fiction,김영하,Kim Young-ha,The Pager,Bruce Fulton,Waxen Wings: The Acta Koreana Anthology Of Short Fiction From Korea,koryo,2011.0,Kim Young ha/Kim Young-ha
249,249,Fiction,김영현,Kim Young-hyun,Far Flows The Deep River,Dahee Kim,Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Kim Young hyun/Kim Young-hyun
250,250,Fiction,김영현,Kim Yŏng-hyŏn,Reunion So Far Away,Chun Kyung-Ja,Reunion So Far Away: A Collection Of Contemporary Korean Fiction,Korean National Commission for Unesco,1994.0,Kim Yong hyon/Kim Yong-hyon/Kim Yŏng-hyŏn
251,251,Fiction,김영현,Kim Yong-hyon,The Mural,Suh Ji-Moon,The Golden Phoenix : Seven Contemporary Korean Short Stories,Lynne Rienner Pub.,1999.0,Kim Yong hyon/Kim Yong-hyon
260,260,Fiction,김원일,Kim Won-il,Prison Of The Heart,Bruce Fulton,Waxen Wings: The Acta Koreana Anthology Of Short Fiction From Korea,koryo,2011.0,Kim Won il/Kim Won-il
264,264,Fiction,김원일,Kim Won-il,The Spirit Of The Darkness,So Sun-Bong,"Early Spring, Mid-Summer: And Other Korean Short Stories","Pace International Research, Inc./Si-sa-yong-o-sa publishers",1983.0,Kim Won il/Kim Won-il
265,265,Fiction,김원주,Kim Wŏn-ju,Awakening (1926),Kim Yung-Hee,Questioning Minds: Short Stories By Modern Korean Women Writers,University of Hawaii Press,2010.0,Kim Won ju/Kim Won-ju/Kim Wŏn-ju
271,271,Fiction,김유정,Kim Yu-jeong,"Spring, Spring", ,Modern Far Eastern Stories,Heinemann,1978.0,Kim Yu jeong/Kim Yu-jeong
272,272,Fiction,김유정,Kim Yujong,"Spring, Spring",W. E. Skillend,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Kim Yujong
273,273,Fiction,김유정,Kim Yujung,The Camellias,Chong Jong-Wha,Meetings And Farewells: Modern Korean Stories,University of Queensland Press,1980.0,Kim Yujung
275,275,Fiction,김유정,Kim Yujung,The Camellias,Chung Chong-Wha,Modern Korean Literature: An Anthology 1908-1965,Kegan Paul International,1995.0,Kim Yujung
276,276,Fiction,김유정,Kim Yu-jong,The Visitor,So Ji-Mun,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,Kim Yu jong/Kim Yu-jong
277,277,Fiction,김유정,Kim Yujŏng,The White Rabbit, ,Modern Korean Fiction: An Anthology,Columbia University Press,2005.0,Kim Yujong/Kim Yujŏng
278,278,Fiction,김유정,Kim Yu-jŏng,Wife,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Kim Yu jong/Kim Yu-jong/Kim Yu-jŏng
284,284,Fiction,김이석,Kim I-sok,Tombstone Without An Inscription,Mun Sang-Duk,The Unenlightened And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers/Pace International Research, Inc.",1983.0,Kim I sok/Kim I-sok
288,288,Fiction,김인숙,Kim In-suk,Love And Daggers (1993),Yung-Hee Kim,Romantic Tales From Old Korea,Cornell East Asia Series,2017.0,Kim In suk/Kim In-suk
290,290,Fiction,김인숙,Kim Insook,Sea And Butterfly,"Teresa Lee, Dahee Kim",Reading Korea: 12 Contemporary Stories,ANVIL Publishing,2008.0,Kim Insook
291,291,Fiction,김인숙,Kim In-suk,Stab, ,"Storytelling Asia, V.9 No.3",Asia Publishing Co,2014.0,Kim In suk/Kim In-suk
292,292,Fiction,김정한,Kim Jeong Han,Letters From Okinawa,John M. Frankl,Reunion So Far Away: A Collection Of Contemporary Korean Fiction,Korean National Commission for Unesco,1994.0,Kim Jeong Han
296,296,Fiction,김정혁,Kim Jung-hyuk,Where Boats Go,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Kim Jung hyuk/Kim Jung-hyuk
301,301,Fiction,김주용,Kim Chu-yong,The Moon-Welcoming Flower,Mchale Brendan,The Road To Sampo And Other Korean Short Stories,"Si-sa-yong-o-sa Publishers, Inc / Pace International Research",1983.0,Kim Chu yong/Kim Chu-yong
303,303,Fiction,김중역,Kim Chung-yeok,The Glass Shield,Bruce Fulton,Waxen Wings: The Acta Koreana Anthology Of Short Fiction From Korea,koryo,2011.0,Kim Chung yeok/Kim Chung-yeok
305,305,Fiction,김지원,Kim Chi-wŏn,A Certain Beginning,"Bruce Fulton, Ju-Chan Fulton",Words Of Farewell: Stories By Korean Women Writers,Seal Press,1989.0,Kim Chi won/Kim Chi-won/Kim Chi-wŏn
306,306,Fiction,김지원,Kim Chi-wŏn,Almaden,"Bruce Fulton, Ju-Chan Fulton",Wayfarer: New Fiction By Korean Women,Women in Translation,1997.0,Kim Chi won/Kim Chi-won/Kim Chi-wŏn
307,307,Fiction,김지원,Kim Chi-wŏn,Almaden,"Bruce Fulton, Ju-Chan Fulton",The Future Of Silence: Fiction By Korean Women,Zephyr press,2016.0,Kim Chi won/Kim Chi-won/Kim Chi-wŏn
308,308,Fiction,김지원,Kim Chi-wŏn,Lullaby,"Bruce Fulton, Ju-Chan Fulton",Words Of Farewell: Stories By Korean Women Writers,Seal Press,1989.0,Kim Chi won/Kim Chi-won/Kim Chi-wŏn
312,312,Fiction,김창규,Kim Changgyu,Our Banished World,Jihyun Park,Readymade Bodhisattva: : The Kaya Anthology Of South Korean Science Fiction,Kaya Press,2019.0,Kim Changgyu
315,315,Fiction,김하기,Kim Ha-gie,A Perfect Meeting,John M. Frankl,Reunion So Far Away: A Collection Of Contemporary Korean Fiction,Korean National Commission for Unesco,1994.0,Kim Ha gie/Kim Ha-gie
325,325,Fiction,나도향,Na Tohyang,Samnyong The Mute,Sunyoung Park,On The Eve Of The Uprising And Other Stories From Colonial Korea,Cornell Univ. East Asia Program,2010.0,Na Tohyang
326,326,Fiction,나도향,Na Tohyang,Samnyong The Mute,Sunyoung Park,On The Eve Of The Uprising; And Other Stories From Colonial Korea,Cornell Univ. East Asis Series,2010.0,Na Tohyang
327,327,Fiction,나도향,Na To-hyang,The Lady Barber,"Kim Chong-Un, Bruce Fulton",A Ready - Made Life,University of Hawaii Press,1998.0,Na To hyang/Na To-hyang
